client_id,group,conversion,transaction_amount,channel,date,product_type,region
1046,B,0,0.0,app,2025-07-29,credit_card,Namangan
1047,A,0,0.0,web,2025-08-12,deposit,Andijan
1048,B,0,0.0,web,2025-06-13,loan,Andijan
1049,B,0,0.0,app,2025-06-30,deposit,Bukhara
1050,A,1,102.36,web,2025-07-23,loan,Fergana
1051,B,0,0.0,web,2025-08-19,loan,Namangan
1052,B,0,0.0,app,2025-07-21,credit_card,Namangan
1053,B,1,157.05,app,2025-07-12,deposit,Fergana
1054,B,0,0.0,web,2025-06-26,deposit,Tashkent
1055,B,0,0.0,web,2025-07-29,credit_card,Bukhara
1056,B,0,0.0,web,2025-08-08,credit_card,Bukhara
1057,A,0,0.0,web,2025-08-30,deposit,Tashkent
1058,A,0,0.0,web,2025-08-18,insurance,Fergana
1059,A,0,0.0,web,2025-08-31,credit_card,Fergana
1060,A,0,0.0,app,2025-06-03,deposit,Samarkand
1061,A,0,0.0,app,2025-07-11,loan,Fergana
1062,A,0,0.0,web,2025-06-01,loan,Andijan
1063,B,0,0.0,app,2025-08-04,insurance,Bukhara
1064,A,0,0.0,app,2025-08-09,deposit,Andijan
1065,A,0,0.0,web,2025-08-14,deposit,Samarkand
1066,B,0,0.0,app,2025-07-20,loan,Namangan
1067,A,0,0.0,app,2025-08-19,credit_card,Namangan
1068,B,0,0.0,app,2025-08-27,deposit,Namangan
1069,A,0,0.0,web,2025-07-29,insurance,Samarkand
1070,B,1,56.68,web,2025-08-13,deposit,Bukhara
1071,B,1,79.22,app,2025-08-02,credit_card,Fergana
1072,A,0,0.0,app,2025-06-25,credit_card,Samarkand
1073,A,0,0.0,app,2025-06-10,loan,Bukhara
1074,B,0,0.0,app,2025-08-16,loan,Fergana
1075,B,1,127.07,app,2025-06-01,credit_card,Tashkent
1076,B,0,0.0,app,2025-06-14,credit_card,Bukhara
1077,B,0,0.0,app,2025-06-21,deposit,Andijan
1078,A,0,0.0,app,2025-07-28,deposit,Andijan
1079,A,0,0.0,app,2025-07-08,deposit,Tashkent
1080,A,1,133.71,web,2025-06-01,insurance,Namangan
1081,B,0,0.0,web,2025-08-23,credit_card,Namangan
1082,B,0,0.0,web,2025-06-05,deposit,Bukhara
1083,A,0,0.0,web,2025-07-14,deposit,Andijan
1084,A,0,0.0,app,2025-08-04,insurance,Tashkent
1085,A,0,0.0,web,2025-07-27,credit_card,Samarkand
1086,A,0,0.0,app,2025-07-15,credit_card,Fergana
1087,B,0,0.0,web,2025-07-30,deposit,Namangan
1088,B,0,0.0,web,2025-08-05,insurance,Namangan
1089,B,0,0.0,web,2025-07-17,deposit,Namangan
1090,A,0,0.0,web,2025-06-26,deposit,Namangan
1091,A,0,0.0,web,2025-06-09,credit_card,Andijan
1092,B,0,0.0,web,2025-07-21,deposit,Bukhara
1093,B,0,0.0,app,2025-06-08,deposit,Andijan
1094,B,0,0.0,web,2025-06-05,deposit,Bukhara
1095,B,0,0.0,app,2025-07-09,deposit,Tashkent
1096,A,0,0.0,web,2025-08-07,credit_card,Samarkand
1097,B,0,0.0,app,2025-07-10,deposit,Tashkent
1098,A,0,0.0,app,2025-07-06,loan,Andijan
1099,A,0,0.0,web,2025-06-21,insurance,Andijan
1100,A,0,0.0,app,2025-06-26,deposit,Samarkand
1101,A,1,509.69,web,2025-08-14,deposit,Bukhara
1102,B,0,0.0,app,2025-08-24,insurance,Namangan
1103,A,1,320.81,web,2025-08-25,credit_card,Tashkent
1104,B,0,0.0,web,2025-07-26,credit_card,Samarkand
1105,B,0,0.0,web,2025-07-27,deposit,Fergana
1106,A,0,0.0,app,2025-07-29,credit_card,Samarkand
1107,A,0,0.0,app,2025-06-07,credit_card,Tashkent
1108,B,0,0.0,web,2025-07-12,deposit,Bukhara
1109,A,0,0.0,app,2025-06-13,loan,Namangan
1110,A,0,0.0,app,2025-08-23,credit_card,Fergana
1111,A,0,0.0,web,2025-08-18,credit_card,Tashkent
1112,A,0,0.0,app,2025-07-04,credit_card,Bukhara
1113,B,0,0.0,app,2025-07-23,loan,Samarkand
1114,B,0,0.0,app,2025-07-16,credit_card,Bukhara
1115,B,0,0.0,app,2025-07-27,deposit,Bukhara
1116,B,0,0.0,web,2025-07-31,loan,Namangan
1117,B,0,0.0,app,2025-08-28,credit_card,Tashkent
1118,A,0,0.0,web,2025-07-26,credit_card,Andijan
1119,B,0,0.0,app,2025-06-29,deposit,Bukhara
1120,B,0,0.0,app,2025-08-31,credit_card,Samarkand
1121,B,0,0.0,app,2025-06-14,loan,Samarkand
1122,B,0,0.0,app,2025-08-07,insurance,Namangan
1123,A,1,766.42,web,2025-08-10,credit_card,Bukhara
1124,A,0,0.0,web,2025-06-13,credit_card,Samarkand
1125,A,0,0.0,app,2025-06-17,deposit,Andijan
1126,A,0,0.0,web,2025-06-29,credit_card,Samarkand
1127,B,0,0.0,app,2025-08-20,credit_card,Namangan
1128,B,0,0.0,app,2025-08-22,credit_card,Bukhara
1129,A,0,0.0,app,2025-08-29,insurance,Namangan
1130,B,0,0.0,web,2025-08-12,insurance,Bukhara
1131,A,1,232.79,app,2025-06-02,credit_card,Samarkand
1132,A,0,0.0,web,2025-08-01,loan,Andijan
1133,A,0,0.0,app,2025-06-20,credit_card,Tashkent
1134,A,0,0.0,app,2025-08-26,deposit,Samarkand
1135,B,0,0.0,app,2025-08-21,credit_card,Tashkent
1136,A,0,0.0,web,2025-07-26,credit_card,Bukhara
1137,B,0,0.0,web,2025-08-29,deposit,Bukhara
1138,B,0,0.0,app,2025-07-22,credit_card,Fergana
1139,A,0,0.0,web,2025-06-25,credit_card,Bukhara
1140,B,0,0.0,app,2025-08-01,deposit,Bukhara
1141,B,0,0.0,web,2025-06-17,deposit,Fergana
1142,A,0,0.0,web,2025-07-09,deposit,Tashkent
1143,A,1,105.34,web,2025-06-10,insurance,Bukhara
1144,A,0,0.0,web,2025-07-29,loan,Namangan
1145,A,0,0.0,app,2025-06-25,credit_card,Bukhara
1146,A,0,0.0,web,2025-06-28,credit_card,Bukhara
1147,B,0,0.0,app,2025-08-29,credit_card,Samarkand
1148,B,0,0.0,app,2025-08-15,credit_card,Bukhara
1149,A,0,0.0,app,2025-07-31,loan,Bukhara
1150,A,0,0.0,app,2025-07-28,credit_card,Namangan
1151,B,1,129.4,app,2025-07-14,loan,Fergana
1152,A,0,0.0,app,2025-08-22,credit_card,Fergana
1153,A,0,0.0,app,2025-06-23,credit_card,Fergana
1154,A,0,0.0,app,2025-08-17,deposit,Samarkand
1155,B,0,0.0,web,2025-06-17,credit_card,Bukhara
1156,A,0,0.0,app,2025-08-18,credit_card,Tashkent
1157,B,0,0.0,web,2025-08-24,insurance,Tashkent
1158,B,0,0.0,app,2025-07-08,deposit,Namangan
1159,A,1,127.08,app,2025-06-30,loan,Samarkand
1160,B,0,0.0,app,2025-06-19,loan,Andijan
1161,A,0,0.0,app,2025-07-02,deposit,Samarkand
1162,B,0,0.0,web,2025-08-25,credit_card,Bukhara
1163,B,0,0.0,web,2025-06-20,credit_card,Andijan
1164,B,0,0.0,app,2025-08-03,deposit,Tashkent
1165,A,1,129.05,app,2025-07-06,credit_card,Samarkand
1166,B,0,0.0,web,2025-08-04,credit_card,Namangan
1167,A,0,0.0,app,2025-08-22,credit_card,Tashkent
1168,A,0,0.0,app,2025-07-13,credit_card,Samarkand
1169,A,0,0.0,web,2025-06-26,insurance,Bukhara
1170,B,0,0.0,app,2025-06-07,credit_card,Bukhara
1171,B,0,0.0,web,2025-07-04,credit_card,Andijan
1172,A,0,0.0,web,2025-07-06,deposit,Bukhara
1173,B,0,0.0,app,2025-06-06,loan,Bukhara
1174,A,0,0.0,app,2025-07-07,loan,Tashkent
1175,B,0,0.0,app,2025-08-01,loan,Tashkent
1176,A,0,0.0,app,2025-08-25,loan,Samarkand
1177,B,0,0.0,web,2025-08-12,deposit,Namangan
1178,A,0,0.0,web,2025-07-30,credit_card,Fergana
1179,B,0,0.0,app,2025-08-03,credit_card,Fergana
1180,A,0,0.0,app,2025-07-20,insurance,Bukhara
1181,A,0,0.0,app,2025-07-22,credit_card,Samarkand
1182,A,0,0.0,app,2025-06-17,credit_card,Fergana
1183,B,0,0.0,web,2025-07-30,credit_card,Fergana
1184,B,0,0.0,web,2025-08-16,credit_card,Fergana
1185,A,0,0.0,app,2025-08-20,credit_card,Fergana
1186,B,0,0.0,app,2025-07-24,credit_card,Andijan
1187,B,0,0.0,web,2025-06-10,credit_card,Fergana
1188,B,1,273.54,app,2025-06-25,credit_card,Andijan
1189,B,0,0.0,web,2025-06-18,credit_card,Andijan
1190,A,0,0.0,app,2025-08-03,deposit,Samarkand
1191,A,0,0.0,web,2025-08-18,deposit,Fergana
1192,B,0,0.0,web,2025-07-29,loan,Fergana
1193,B,0,0.0,web,2025-06-27,insurance,Andijan
1194,B,1,201.35,web,2025-07-28,deposit,Samarkand
1195,A,0,0.0,web,2025-07-31,deposit,Tashkent
1196,A,1,147.36,web,2025-08-22,credit_card,Tashkent
1197,B,0,0.0,web,2025-08-18,deposit,Tashkent
1198,B,0,0.0,web,2025-08-10,insurance,Fergana
1199,B,0,0.0,web,2025-07-13,credit_card,Samarkand
1200,B,0,0.0,app,2025-08-19,deposit,Tashkent
1201,B,0,0.0,app,2025-08-27,deposit,Bukhara
1202,A,0,0.0,web,2025-08-26,credit_card,Bukhara
1203,A,0,0.0,app,2025-06-11,loan,Samarkand
1204,B,0,0.0,web,2025-08-27,credit_card,Fergana
1205,B,0,0.0,app,2025-06-05,credit_card,Andijan
1206,A,0,0.0,app,2025-07-28,credit_card,Tashkent
1207,A,0,0.0,web,2025-07-09,loan,Fergana
1208,B,0,0.0,web,2025-07-18,deposit,Andijan
1209,A,0,0.0,app,2025-08-19,insurance,Tashkent
1210,A,0,0.0,web,2025-06-20,loan,Namangan
1211,B,1,82.29,web,2025-08-20,credit_card,Namangan
1212,B,0,0.0,app,2025-06-19,credit_card,Fergana
1213,B,0,0.0,app,2025-07-30,deposit,Bukhara
1214,A,0,0.0,app,2025-06-26,loan,Fergana
1215,B,1,54.48,app,2025-08-18,deposit,Tashkent
1216,A,0,0.0,app,2025-06-25,credit_card,Fergana
1217,A,0,0.0,app,2025-06-15,loan,Fergana
1218,B,0,0.0,app,2025-08-23,credit_card,Tashkent
1219,B,0,0.0,web,2025-06-21,credit_card,Bukhara
1220,B,0,0.0,app,2025-07-17,deposit,Namangan
1221,B,0,0.0,web,2025-07-05,loan,Andijan
1222,B,0,0.0,app,2025-07-14,credit_card,Tashkent
1223,A,1,99.39,web,2025-06-06,deposit,Fergana
1224,A,0,0.0,web,2025-08-14,loan,Samarkand
1225,A,0,0.0,app,2025-06-23,credit_card,Fergana
1226,A,0,0.0,web,2025-07-09,insurance,Andijan
1227,B,0,0.0,web,2025-08-12,credit_card,Fergana
1228,A,0,0.0,web,2025-06-18,deposit,Samarkand
1229,B,0,0.0,web,2025-07-10,deposit,Andijan
1230,B,0,0.0,app,2025-07-06,credit_card,Fergana
1231,B,0,0.0,app,2025-06-28,loan,Samarkand
1232,B,0,0.0,app,2025-08-03,credit_card,Fergana
1233,B,1,72.74,app,2025-08-22,credit_card,Bukhara
1234,A,0,0.0,app,2025-07-28,deposit,Andijan
1235,A,0,0.0,web,2025-07-08,credit_card,Namangan
1236,B,0,0.0,app,2025-08-18,credit_card,Bukhara
1237,A,0,0.0,web,2025-07-14,loan,Tashkent
1238,A,0,0.0,app,2025-08-15,loan,Tashkent
1239,B,0,0.0,app,2025-06-02,deposit,Fergana
1240,A,0,0.0,app,2025-08-12,deposit,Tashkent
1241,B,0,0.0,app,2025-07-05,deposit,Tashkent
1242,B,0,0.0,web,2025-06-01,deposit,Fergana
1243,B,0,0.0,web,2025-07-16,credit_card,Fergana
1244,A,0,0.0,app,2025-07-30,loan,Namangan
1245,A,0,0.0,web,2025-08-02,credit_card,Samarkand
1246,B,1,357.84,web,2025-08-31,insurance,Fergana
1247,A,0,0.0,app,2025-07-15,loan,Namangan
1248,B,0,0.0,web,2025-07-27,insurance,Bukhara
1249,B,1,73.87,web,2025-07-07,deposit,Tashkent
1250,B,0,0.0,app,2025-06-07,deposit,Samarkand
1251,A,0,0.0,web,2025-06-16,loan,Andijan
1252,A,0,0.0,app,2025-07-20,loan,Bukhara
1253,B,0,0.0,app,2025-06-14,loan,Fergana
1254,A,0,0.0,app,2025-06-06,credit_card,Bukhara
1255,A,1,307.64,web,2025-07-31,insurance,Andijan
1256,B,0,0.0,web,2025-06-21,deposit,Namangan
1257,B,0,0.0,app,2025-06-10,deposit,Fergana
1258,B,0,0.0,app,2025-07-02,loan,Fergana
1259,B,1,147.44,app,2025-06-06,credit_card,Samarkand
1260,A,0,0.0,web,2025-06-02,deposit,Namangan
1261,B,0,0.0,app,2025-07-09,credit_card,Tashkent
1262,B,0,0.0,web,2025-07-19,deposit,Bukhara
1263,A,0,0.0,web,2025-06-27,deposit,Andijan
1264,B,1,65.24,web,2025-07-26,credit_card,Samarkand
1265,B,0,0.0,app,2025-06-14,deposit,Andijan
1266,B,0,0.0,app,2025-06-23,deposit,Samarkand
1267,B,0,0.0,app,2025-08-24,loan,Fergana
1268,B,0,0.0,web,2025-07-21,loan,Bukhara
1269,A,0,0.0,web,2025-06-25,credit_card,Samarkand
1270,A,0,0.0,app,2025-07-23,credit_card,Fergana
1271,B,0,0.0,app,2025-08-27,deposit,Fergana
1272,B,0,0.0,web,2025-06-11,credit_card,Namangan
1273,B,1,385.04,app,2025-07-05,deposit,Fergana
1274,B,0,0.0,app,2025-07-25,loan,Tashkent
1275,B,1,223.32,web,2025-07-28,insurance,Namangan
1276,B,0,0.0,app,2025-08-07,insurance,Namangan
1277,B,0,0.0,web,2025-07-07,deposit,Tashkent
1278,B,0,0.0,web,2025-08-16,loan,Tashkent
1279,B,0,0.0,web,2025-06-09,loan,Andijan
1280,B,0,0.0,app,2025-06-28,credit_card,Samarkand
1281,B,0,0.0,app,2025-07-25,credit_card,Andijan
1282,A,0,0.0,app,2025-07-16,loan,Samarkand
1283,A,1,103.78,app,2025-08-19,deposit,Andijan
1284,A,0,0.0,web,2025-08-09,credit_card,Tashkent
1285,B,0,0.0,web,2025-06-27,loan,Samarkand
1286,A,0,0.0,app,2025-06-10,loan,Tashkent
1287,A,0,0.0,web,2025-06-23,insurance,Tashkent
1288,B,0,0.0,web,2025-06-21,credit_card,Andijan
1289,A,0,0.0,app,2025-08-29,credit_card,Fergana
1290,B,0,0.0,app,2025-07-15,insurance,Samarkand
1291,A,0,0.0,app,2025-06-03,credit_card,Namangan
1292,A,0,0.0,web,2025-07-29,deposit,Namangan
1293,B,0,0.0,app,2025-07-13,deposit,Samarkand
1294,A,0,0.0,web,2025-06-07,credit_card,Samarkand
1295,A,0,0.0,app,2025-06-27,loan,Samarkand
1296,B,1,500.15,web,2025-08-01,deposit,Samarkand
1297,B,1,59.26,app,2025-07-12,credit_card,Fergana
1298,A,0,0.0,web,2025-06-04,credit_card,Tashkent
1299,B,0,0.0,web,2025-08-29,loan,Samarkand
1300,A,0,0.0,app,2025-08-01,loan,Andijan
1301,A,1,95.08,web,2025-06-08,loan,Samarkand
1302,B,0,0.0,web,2025-08-23,insurance,Tashkent
1303,B,0,0.0,web,2025-06-17,insurance,Tashkent
1304,B,1,328.9,app,2025-06-05,credit_card,Tashkent
1305,B,0,0.0,app,2025-08-02,credit_card,Andijan
1306,B,0,0.0,web,2025-06-09,credit_card,Bukhara
1307,B,1,297.15,web,2025-06-08,insurance,Namangan
1308,A,0,0.0,app,2025-06-07,credit_card,Andijan
1309,B,1,118.29,web,2025-07-07,loan,Samarkand
1310,A,0,0.0,app,2025-07-25,deposit,Fergana
1311,A,1,62.81,web,2025-08-06,loan,Fergana
1312,A,0,0.0,app,2025-06-08,credit_card,Tashkent
1313,A,1,440.5,app,2025-08-08,loan,Fergana
1314,B,0,0.0,app,2025-06-05,deposit,Namangan
1315,B,0,0.0,app,2025-06-17,deposit,Samarkand
1316,B,0,0.0,app,2025-07-28,deposit,Fergana
1317,A,0,0.0,app,2025-08-02,credit_card,Namangan
1318,A,0,0.0,app,2025-06-27,credit_card,Namangan
1319,A,0,0.0,app,2025-08-15,deposit,Bukhara
1320,A,0,0.0,web,2025-08-31,deposit,Bukhara
1321,B,0,0.0,app,2025-08-07,credit_card,Fergana
1322,B,0,0.0,app,2025-06-28,credit_card,Namangan
1323,B,1,125.29,web,2025-08-28,deposit,Tashkent
1324,A,0,0.0,web,2025-07-28,loan,Bukhara
1325,B,0,0.0,web,2025-07-20,credit_card,Namangan
1326,B,0,0.0,app,2025-08-06,loan,Bukhara
1327,B,0,0.0,web,2025-07-01,insurance,Samarkand
1328,B,0,0.0,web,2025-06-12,deposit,Namangan
1329,A,0,0.0,app,2025-07-25,loan,Namangan
1330,A,0,0.0,web,2025-06-04,deposit,Andijan
1331,A,0,0.0,app,2025-07-12,credit_card,Samarkand
1332,B,0,0.0,app,2025-08-30,loan,Andijan
1333,A,0,0.0,app,2025-07-24,loan,Bukhara
1334,A,0,0.0,web,2025-06-22,loan,Samarkand
1335,A,0,0.0,app,2025-06-01,insurance,Fergana
1336,A,0,0.0,app,2025-07-18,credit_card,Tashkent
1337,B,0,0.0,app,2025-07-13,credit_card,Bukhara
1338,B,0,0.0,app,2025-06-20,insurance,Namangan
1339,A,0,0.0,app,2025-06-18,credit_card,Fergana
1340,A,0,0.0,app,2025-08-09,credit_card,Bukhara
1341,A,0,0.0,app,2025-07-19,loan,Tashkent
1342,A,0,0.0,web,2025-08-15,insurance,Namangan
1343,A,0,0.0,app,2025-06-17,loan,Samarkand
1344,A,0,0.0,app,2025-07-23,loan,Tashkent
1345,A,1,93.56,app,2025-06-22,loan,Andijan
1346,B,0,0.0,app,2025-08-21,insurance,Bukhara
1347,B,0,0.0,app,2025-06-10,deposit,Namangan
1348,A,1,195.16,app,2025-06-24,credit_card,Bukhara
1349,A,0,0.0,web,2025-08-23,deposit,Tashkent
1350,B,0,0.0,app,2025-06-12,deposit,Namangan
1351,B,0,0.0,app,2025-06-04,deposit,Tashkent
1352,B,0,0.0,app,2025-07-12,deposit,Bukhara
1353,B,0,0.0,web,2025-06-05,loan,Andijan
1354,A,0,0.0,web,2025-06-26,deposit,Namangan
1355,A,0,0.0,app,2025-07-29,deposit,Namangan
1356,B,0,0.0,app,2025-08-01,credit_card,Namangan
1357,A,0,0.0,web,2025-08-19,credit_card,Bukhara
1358,B,0,0.0,app,2025-06-05,credit_card,Fergana
1359,B,0,0.0,app,2025-06-26,deposit,Andijan
1360,B,0,0.0,app,2025-08-22,deposit,Bukhara
1361,A,1,532.09,app,2025-06-06,loan,Samarkand
1362,B,1,58.9,web,2025-06-24,deposit,Fergana
1363,A,1,340.32,web,2025-07-23,deposit,Bukhara
1364,B,1,219.95,web,2025-06-07,insurance,Samarkand
1365,B,0,0.0,app,2025-06-10,credit_card,Tashkent
1366,A,0,0.0,app,2025-07-09,loan,Samarkand
1367,B,0,0.0,app,2025-08-25,deposit,Andijan
1368,B,0,0.0,web,2025-08-17,credit_card,Namangan
1369,A,0,0.0,web,2025-06-28,credit_card,Andijan
1370,A,0,0.0,app,2025-07-12,loan,Fergana
1371,A,0,0.0,app,2025-08-01,deposit,Bukhara
1372,A,1,160.83,app,2025-07-22,loan,Andijan
1373,A,0,0.0,web,2025-06-22,loan,Bukhara
1374,B,0,0.0,app,2025-07-27,loan,Namangan
1375,A,1,322.58,app,2025-06-11,credit_card,Fergana
1376,A,0,0.0,app,2025-06-14,insurance,Fergana
1377,B,0,0.0,app,2025-07-01,credit_card,Andijan
1378,A,0,0.0,web,2025-06-04,loan,Namangan
1379,B,0,0.0,web,2025-06-22,credit_card,Fergana
1380,A,0,0.0,web,2025-08-03,loan,Namangan
1381,A,0,0.0,web,2025-08-16,insurance,Samarkand
1382,B,0,0.0,app,2025-08-23,insurance,Andijan
1383,B,0,0.0,app,2025-08-22,credit_card,Namangan
1384,B,1,725.25,app,2025-08-18,credit_card,Bukhara
1385,B,1,102.07,web,2025-08-29,credit_card,Tashkent
1386,B,0,0.0,app,2025-08-23,credit_card,Samarkand
1387,A,0,0.0,web,2025-07-31,deposit,Andijan
1388,A,1,81.01,app,2025-06-06,loan,Andijan
1389,B,1,538.1,app,2025-08-18,deposit,Andijan
1390,B,1,271.1,web,2025-08-07,deposit,Bukhara
1391,B,1,165.25,web,2025-06-06,credit_card,Samarkand
1392,A,0,0.0,app,2025-08-05,deposit,Bukhara
1393,A,0,0.0,app,2025-07-06,deposit,Fergana
1394,B,0,0.0,web,2025-06-15,loan,Namangan
1395,A,0,0.0,web,2025-08-15,insurance,Bukhara
1396,B,0,0.0,app,2025-07-10,deposit,Bukhara
1397,B,0,0.0,app,2025-07-11,loan,Fergana
1398,A,0,0.0,app,2025-06-07,insurance,Tashkent
1399,B,0,0.0,app,2025-06-22,deposit,Tashkent
1400,B,0,0.0,web,2025-08-11,loan,Namangan
1401,A,0,0.0,app,2025-06-11,credit_card,Fergana
1402,B,0,0.0,app,2025-06-02,deposit,Samarkand
1403,B,0,0.0,app,2025-06-30,credit_card,Bukhara
1404,B,0,0.0,app,2025-08-07,loan,Namangan
1405,A,1,220.32,app,2025-07-23,loan,Tashkent
1406,B,0,0.0,app,2025-08-28,loan,Samarkand
1407,A,0,0.0,app,2025-06-21,deposit,Andijan
1408,A,0,0.0,app,2025-06-25,loan,Fergana
1409,B,0,0.0,app,2025-08-12,credit_card,Andijan
1410,A,0,0.0,app,2025-08-11,deposit,Bukhara
1411,A,0,0.0,web,2025-06-05,deposit,Andijan
1412,B,0,0.0,app,2025-08-31,deposit,Andijan
1413,B,0,0.0,app,2025-08-05,credit_card,Bukhara
1414,B,0,0.0,app,2025-08-24,deposit,Tashkent
1415,B,1,323.78,web,2025-07-19,deposit,Andijan
1416,A,0,0.0,web,2025-06-08,credit_card,Tashkent
1417,A,0,0.0,app,2025-08-26,deposit,Namangan
1418,A,0,0.0,web,2025-08-18,credit_card,Andijan
1419,B,0,0.0,app,2025-06-27,loan,Andijan
1420,B,0,0.0,app,2025-06-02,deposit,Bukhara
1421,B,0,0.0,app,2025-06-28,loan,Bukhara
1422,B,0,0.0,app,2025-06-11,deposit,Andijan
1423,A,0,0.0,app,2025-07-16,credit_card,Andijan
1424,A,0,0.0,web,2025-06-21,deposit,Bukhara
1425,A,0,0.0,web,2025-07-12,credit_card,Bukhara
1426,B,0,0.0,app,2025-07-02,loan,Samarkand
1427,A,0,0.0,app,2025-07-02,credit_card,Fergana
1428,B,0,0.0,app,2025-08-10,loan,Samarkand
1429,A,0,0.0,app,2025-06-22,deposit,Andijan
1430,A,0,0.0,web,2025-08-17,deposit,Fergana
1431,A,0,0.0,web,2025-08-16,loan,Samarkand
1432,B,0,0.0,web,2025-06-21,credit_card,Namangan
1433,B,0,0.0,web,2025-06-22,loan,Fergana
1434,A,0,0.0,app,2025-07-04,deposit,Bukhara
1435,A,1,346.59,app,2025-06-10,credit_card,Fergana
1436,B,0,0.0,app,2025-08-04,loan,Bukhara
1437,A,0,0.0,app,2025-08-04,loan,Namangan
1438,B,0,0.0,web,2025-08-27,credit_card,Andijan
1439,B,0,0.0,app,2025-08-06,credit_card,Fergana
1440,A,0,0.0,app,2025-07-13,credit_card,Tashkent
1441,A,0,0.0,web,2025-07-11,credit_card,Bukhara
1442,B,0,0.0,web,2025-06-13,credit_card,Fergana
1443,A,0,0.0,app,2025-06-04,loan,Samarkand
1444,A,1,554.88,web,2025-06-23,credit_card,Fergana
1445,B,0,0.0,app,2025-08-09,credit_card,Bukhara
1446,B,0,0.0,app,2025-07-04,credit_card,Tashkent
1447,B,0,0.0,app,2025-07-11,deposit,Tashkent
1448,B,0,0.0,app,2025-06-18,deposit,Samarkand
1449,A,0,0.0,web,2025-08-29,deposit,Namangan
1450,A,1,161.32,app,2025-07-03,loan,Tashkent
1451,B,0,0.0,web,2025-06-25,deposit,Andijan
1452,B,1,119.46,web,2025-07-22,credit_card,Namangan
1453,A,0,0.0,app,2025-06-17,credit_card,Bukhara
1454,B,1,254.14,web,2025-07-21,credit_card,Fergana
1455,A,0,0.0,app,2025-06-03,credit_card,Namangan
1456,A,0,0.0,app,2025-07-25,credit_card,Andijan
1457,A,0,0.0,web,2025-08-25,loan,Bukhara
1458,A,0,0.0,web,2025-07-26,credit_card,Bukhara
1459,A,0,0.0,app,2025-07-05,insurance,Bukhara
1460,A,0,0.0,web,2025-08-07,deposit,Andijan
1461,A,0,0.0,app,2025-07-29,insurance,Samarkand
1462,B,0,0.0,web,2025-08-31,credit_card,Andijan
1463,B,1,157.48,app,2025-07-29,deposit,Samarkand
1464,B,1,230.58,app,2025-06-13,deposit,Namangan
1465,B,0,0.0,app,2025-08-01,insurance,Bukhara
1466,A,0,0.0,app,2025-07-17,loan,Namangan
1467,A,0,0.0,app,2025-08-15,deposit,Tashkent
1468,B,0,0.0,web,2025-06-03,credit_card,Namangan
1469,A,0,0.0,app,2025-06-21,credit_card,Fergana
1470,B,0,0.0,app,2025-08-04,credit_card,Bukhara
