transaction_id,client_id,transaction_date,transaction_amount,transaction_type,merchant_category,is_fraud,city,payment_method
cc35360f-f822-45e9-ad76-9200b5091210,9fd6e740-1ed3-458c-b343-e03cb1c0b7e7,2024-07-10 08:59:30,20664.99,пополнение,транспорт,0,Санкт-Петербург,карта
c5adfe36-fab2-4c60-9611-49e1060b9a0f,f2373097-50eb-485a-b3f4-9df2eec3fb7b,2025-02-19 16:41:16,30039.7,снятие,одежда,0,Санкт-Петербург,NFC
cbd4029c-ea0c-48d4-b367-725d8bbd984b,e156752b-56e6-4449-a984-b52b50104b0a,2024-06-16 04:00:09,17341.2,снятие,аптека,0,Новосибирск,NFC
44c33e34-4a31-45d5-ab38-7921a449dfd8,5b0309aa-d1cd-47e3-ae73-0c5242e9123b,2024-06-14 23:43:36,39372.46,покупка,транспорт,0,Санкт-Петербург,NFC
bf3cf14e-11aa-407f-b75b-ce5d26d762af,5b0309aa-d1cd-47e3-ae73-0c5242e9123b,2024-07-26 12:33:07,21219.78,пополнение,еда,0,Москва,NFC
d1abc66f-eb8b-4aea-8b32-74ae68d81641,3990abbe-8f86-40b9-825f-cacc99aa3ab5,2024-07-16 11:05:42,23725.47,перевод,одежда,0,Новосибирск,NFC
6a2782d6-bd06-4e0f-a100-a247cde4a260,eb41e30c-1b64-4894-98d0-c7231680f892,2025-04-15 21:15:19,32204.25,снятие,онлайн-сервисы,0,Новосибирск,онлайн-кошелек
cc91b2b8-b52a-4080-b6f0-0b9703e3dee8,7408529c-9d26-4f6f-8944-c5ca10f0a21a,2025-05-07 12:06:53,7960.27,пополнение,онлайн-сервисы,0,Казань,карта
cfb2e06d-334f-4af8-9d30-75b3e46805f6,9e9ed0d2-7824-4cf2-941e-f725ec70de1d,2024-12-16 14:09:31,39387.0,покупка,аптека,1,Екатеринбург,NFC
c01aa724-87eb-449d-9478-c1821dbce28f,848b139b-d094-4812-ba9e-4f472ff74137,2024-09-18 18:40:22,36024.96,перевод,одежда,0,Москва,карта
667686d4-f447-4015-b784-487714419619,28770bb8-c554-46bc-a4ce-747952a74a5c,2024-07-28 16:29:24,35398.3,пополнение,транспорт,0,Москва,онлайн-кошелек
ec9e55ab-6f9b-4842-b1c7-cec35b16cb97,7575d893-b87e-497e-8b20-011fd9bfc55a,2024-12-14 10:02:14,33266.59,перевод,одежда,0,Новосибирск,онлайн-кошелек
38cab563-d6bf-4fbc-a68c-647939278684,ad264f77-311f-46eb-bc89-819e96dae5bc,2025-03-13 20:04:00,36432.5,снятие,еда,0,Санкт-Петербург,онлайн-кошелек
94739c9e-392a-4aba-9ac7-3dcfccfe8cb8,28cfb131-8f35-4f61-b9f1-1731206bd243,2024-11-18 13:09:40,2800.84,снятие,онлайн-сервисы,0,Санкт-Петербург,NFC
25685746-2f6b-4d55-83a8-56ff510c2c30,54e55f3e-e582-4702-8baa-54efbdd2fc90,2025-04-22 11:26:41,13795.63,перевод,развлечения,1,Екатеринбург,NFC
cf7ea9fe-4bad-4d9c-9fe0-319282508d42,883c8513-2222-43a5-b444-effcc6da06d6,2025-01-10 23:34:06,16141.28,перевод,одежда,0,Москва,NFC
fbb0b6b4-0f67-43fe-b8c6-0a3e0ec9fde7,569d63d7-1bd1-4dee-93fe-1aae9755b626,2024-12-08 15:30:45,39025.05,снятие,аптека,0,Москва,карта
88958ef0-38ec-40c2-a142-54d1102c3344,e2aa127f-088c-4838-824a-40c6f77d8817,2025-04-10 21:41:02,37576.53,покупка,еда,0,Новосибирск,NFC
f8387eac-fa07-460b-942b-5090a2477b21,7cfdce0b-3daa-4ba0-9e7c-c7303aa417d0,2025-02-19 13:31:23,20259.95,перевод,онлайн-сервисы,0,Санкт-Петербург,онлайн-кошелек
01848c86-b066-4aee-9f06-aa445f2367a5,2b19fb43-60a0-4471-b93c-38c8952ac293,2025-01-22 10:06:14,40986.41,перевод,развлечения,0,Новосибирск,NFC
de9dabf3-2005-477a-9f38-65eed57c667b,ada2d954-96fb-419e-8cb4-36ae10b7b979,2025-04-16 08:25:14,14190.9,снятие,онлайн-сервисы,0,Казань,онлайн-кошелек
b48dd503-ea18-49aa-926c-448c5de8f466,dcfa9d96-ca4b-41a0-ab12-772f5bda5db8,2024-08-12 14:08:01,14059.0,пополнение,одежда,0,Санкт-Петербург,карта
4a557168-c294-4615-a164-ae048c4b5477,12254cc0-c5c1-453a-9def-ae339fcb78b4,2025-03-15 01:44:54,24857.2,перевод,аптека,0,Новосибирск,NFC
b12b96ed-aeee-4e69-9330-44c18501cd48,7db8daeb-1f13-4d7d-9b2f-54c6c1b08cd4,2025-04-02 09:10:58,36820.23,пополнение,одежда,0,Екатеринбург,онлайн-кошелек
1f1cb04d-348e-4639-abc7-6f488b6cf014,eb18ed71-06c5-49a9-93f5-4bf7cb526c3f,2024-08-27 12:40:30,42404.35,покупка,одежда,0,Санкт-Петербург,карта
202b9016-75b8-4f91-8912-0c6af4d7b6a1,3be17eac-d496-442a-90ce-3a43548d1ef6,2025-01-01 02:18:52,42026.58,пополнение,одежда,0,Екатеринбург,NFC
e9b42d8d-6b2a-4427-8bef-87894984c42b,7cfdce0b-3daa-4ba0-9e7c-c7303aa417d0,2024-08-29 03:26:37,11456.8,пополнение,одежда,0,Новосибирск,карта
cec95b8d-bd93-473f-af2b-b2037ad0e00b,2b19fb43-60a0-4471-b93c-38c8952ac293,2024-06-05 01:04:28,40681.19,покупка,одежда,0,Москва,онлайн-кошелек
04b9fbe1-dd40-44fa-900d-93ab0fef4f6d,ad264f77-311f-46eb-bc89-819e96dae5bc,2024-06-11 01:12:25,9419.61,снятие,аптека,0,Москва,онлайн-кошелек
c23ac8bc-b00d-4df8-a1ef-21fbc0a0b5d9,865e5f41-7eed-42bb-b742-63047dc2f6d1,2024-06-14 10:10:03,6045.7,перевод,еда,0,Казань,онлайн-кошелек
2abafe51-ce0f-479c-b48e-920a41796e0a,098a4f03-7d1b-4876-a7f0-89f3f6b6c4ca,2025-03-29 00:43:27,21218.62,покупка,электроника,0,Казань,NFC
e306d055-b970-47a8-9481-954f839e86a5,b67a38af-f4ba-428e-9f2b-edab0175ec5f,2024-10-25 07:02:55,14247.81,пополнение,транспорт,0,Казань,онлайн-кошелек
56391df5-4aed-4dd5-a762-996924523cc7,4e52aeef-8ddf-484c-855d-434af863f785,2024-06-26 05:42:59,11849.12,покупка,транспорт,0,Екатеринбург,онлайн-кошелек
75bb07aa-02ba-4fb4-bf66-18013ce0af89,12254cc0-c5c1-453a-9def-ae339fcb78b4,2024-06-29 19:16:44,13541.79,снятие,онлайн-сервисы,0,Новосибирск,онлайн-кошелек
d6c99b80-efb2-4b6e-96fb-d9c19c598795,598c7722-7086-46c4-9f19-9d94c304b747,2024-07-29 08:19:10,32039.94,снятие,развлечения,0,Казань,онлайн-кошелек
3518641d-c9ca-4381-8cda-e88f2c791b1e,e156752b-56e6-4449-a984-b52b50104b0a,2024-12-02 18:59:04,8902.65,покупка,одежда,0,Екатеринбург,онлайн-кошелек
bb976def-31f9-4c88-8a17-07b836c2087e,77c20f2d-6184-417b-9b0a-99aeec60648c,2024-08-28 18:30:11,15689.01,пополнение,развлечения,0,Новосибирск,NFC
d889d8a5-1eb6-4f5b-8fd7-5458a35cdfa2,2e280736-2038-4307-be88-042191a8c7e2,2025-01-25 19:12:13,36426.55,покупка,развлечения,0,Екатеринбург,NFC
a1a54af1-0958-4ad3-9271-2050bb2f3739,4d507799-8505-4305-8c6b-d2de425e2e43,2024-10-04 07:18:13,24935.53,перевод,транспорт,0,Санкт-Петербург,онлайн-кошелек
b0b0ba73-bdc1-4553-b4b9-3f0281841086,a855e654-3274-4baf-88bc-ed6abc53f8bd,2025-05-19 23:01:40,12389.89,перевод,одежда,0,Казань,онлайн-кошелек
dfbfa22f-83a2-4f9f-af87-c164b6a814c3,5ec5ea1c-d473-4691-aa86-23137383d723,2025-01-06 02:44:45,27137.27,покупка,электроника,0,Санкт-Петербург,онлайн-кошелек
5b1465d2-a20c-4105-b549-a25ce570e276,439b5392-3935-434e-a672-3835179978e9,2024-07-17 10:22:56,15143.03,перевод,еда,0,Екатеринбург,NFC
6c447fd5-7994-4cec-b459-8e670d4d5bdd,12254cc0-c5c1-453a-9def-ae339fcb78b4,2025-02-12 16:34:16,29879.84,покупка,одежда,0,Казань,NFC
94553b0f-42fd-4c7b-a72e-7c4496ecf764,ac329b5a-5504-4764-bdad-30523c508f5b,2025-01-29 14:17:56,26581.11,покупка,развлечения,0,Екатеринбург,NFC
0d59e816-be14-44cf-aefb-e98fe8a68618,7e29afa9-057f-4044-9782-43d4b63f4270,2024-08-20 19:13:54,19569.19,снятие,электроника,0,Екатеринбург,карта
0b511dfe-e434-4560-9ee3-d45597cc0ffb,0dc5b7f9-5671-4381-b76a-44d760c0c662,2025-04-10 02:36:22,41763.21,покупка,онлайн-сервисы,0,Екатеринбург,карта
a6b140f1-d9a7-41e7-88f9-ee4a85020086,5a3e28db-8240-4dfb-9f34-307e051a58d7,2025-01-06 02:12:25,8406.74,перевод,еда,0,Казань,онлайн-кошелек
819f5978-87d8-4cfd-b371-4daac2958ee7,5a3e28db-8240-4dfb-9f34-307e051a58d7,2024-08-25 00:42:47,20286.21,покупка,одежда,0,Екатеринбург,онлайн-кошелек
6a8f5aa9-5089-4611-a97d-2ae2eb48b742,457f4168-f6f1-48ec-bdc2-b2b42ebe4b0c,2025-02-25 16:08:53,39055.16,перевод,одежда,0,Екатеринбург,NFC
100d13d4-c336-4803-913c-162c9d7e4804,c76922e2-2d4e-48c5-a5ed-5e8218e63bb7,2024-11-15 11:04:30,10234.51,снятие,развлечения,0,Москва,NFC
b5dd5a47-ecb4-4aa8-a039-6681e2a3f122,0604b3d9-f965-4b4b-9a58-bb4bdcca6340,2024-11-11 19:55:32,1066.75,перевод,развлечения,0,Новосибирск,NFC
4b6e9f15-6359-4400-a7bb-b474b0433301,d9fcb36a-9e25-4f19-a262-80b13897b9bf,2025-02-17 05:51:32,15538.91,снятие,одежда,0,Новосибирск,онлайн-кошелек
5a9a21e2-d3c5-419a-ad51-a8f75d8092d5,0835e88f-b2f0-41e8-8d1c-1cfa40870c31,2025-05-21 04:10:41,17999.96,перевод,транспорт,0,Екатеринбург,онлайн-кошелек
6d4c55fe-b305-48f4-9ef9-1ea10a36bd1a,d3d37b55-fa73-4137-a46e-82335746c44f,2025-03-19 06:08:27,34612.43,пополнение,онлайн-сервисы,0,Казань,NFC
daad9c98-9873-4b01-b991-c826898aff09,457f4168-f6f1-48ec-bdc2-b2b42ebe4b0c,2025-05-01 12:10:41,16212.71,перевод,аптека,0,Москва,NFC
513dca4f-fd5a-44a2-a1e4-b93fe1423fe3,0500dbc1-b6ab-43b6-adfe-2dc2d92d6023,2025-01-26 13:00:32,10658.87,покупка,аптека,0,Екатеринбург,карта
c709fbdc-18c5-4682-9c6b-7558d87b6953,7d39ca31-941c-41b0-9e6b-ad205c2eb950,2025-01-02 14:44:09,30523.89,перевод,еда,0,Казань,онлайн-кошелек
4988ca2a-6000-486f-abfd-4b8382c613f1,7db8daeb-1f13-4d7d-9b2f-54c6c1b08cd4,2025-04-20 21:40:04,31468.7,снятие,одежда,0,Казань,онлайн-кошелек
a62ae68d-305c-4992-840f-549ad465658a,2e280736-2038-4307-be88-042191a8c7e2,2024-05-27 08:45:18,41523.85,снятие,онлайн-сервисы,0,Екатеринбург,онлайн-кошелек
3a376cb8-6c28-4a65-aac1-b15cd97daf8e,5b0309aa-d1cd-47e3-ae73-0c5242e9123b,2025-03-11 05:27:57,47126.89,покупка,транспорт,0,Казань,онлайн-кошелек
b5b3ebe4-3e9a-4aab-b2a6-baf425aaee33,9e9ed0d2-7824-4cf2-941e-f725ec70de1d,2024-07-28 13:05:37,27774.5,перевод,транспорт,0,Казань,карта
