transaction_id,user_id,transaction_date,transaction_type,amount,route_type,fee_amount
157,5151,2024-10-06,payment,304481.92,direct,0.0
158,9141,2025-05-19,payment,98565.17,direct,0.0
159,7600,2025-12-06,payment,245886.8,direct,0.0
160,451,2025-09-05,p2p_transfer,140289.17,via_salom,0.0
161,1200,2024-06-17,p2p_transfer,19896.34,direct,395.94
162,4748,2025-10-15,p2p_transfer,10036.85,direct,199.73
163,540,2024-10-23,payment,192391.66,direct,0.0
164,7591,2025-02-15,payment,324824.17,direct,0.0
165,4139,2024-01-11,p2p_transfer,385938.72,direct,7680.18
166,3608,2024-07-23,payment,55338.61,direct,0.0
167,3271,2025-04-20,payment,394092.58,direct,0.0
168,4131,2024-08-18,payment,203436.26,direct,0.0
169,8492,2024-03-05,p2p_transfer,278.6,via_salom,0.0
170,7241,2025-11-02,payment,308198.51,direct,0.0
171,8702,2025-09-10,cash_withdrawal,130463.55,direct,0.0
172,7599,2025-02-27,p2p_transfer,1666.56,direct,33.16
173,2174,2025-04-04,payment,337808.67,direct,0.0
174,5013,2024-05-09,payment,193059.37,direct,0.0
175,4923,2025-05-31,payment,998764.45,direct,0.0
176,5667,2024-04-23,p2p_transfer,289797.65,direct,5766.97
177,6346,2025-11-12,p2p_transfer,1717.98,direct,34.19
178,8679,2024-06-15,payment,14511.78,direct,0.0
179,1542,2024-06-12,payment,268073.87,direct,0.0
180,8654,2024-02-10,p2p_transfer,120087.76,direct,2389.75
181,6362,2025-07-22,credit_payment,163524.69,direct,0.0
182,3961,2025-05-25,p2p_transfer,25042.57,via_salom,0.0
183,2426,2024-04-22,p2p_transfer,78444.93,direct,1561.05
184,2749,2024-09-18,p2p_transfer,713301.31,direct,14194.7
185,4077,2024-04-03,p2p_transfer,7473.25,direct,148.72
186,3748,2024-12-12,p2p_transfer,130198.91,direct,2590.96
187,2630,2025-08-18,payment,100274.08,direct,0.0
188,4771,2024-07-02,p2p_transfer,242367.63,via_salom,0.0
189,4694,2025-09-30,cash_withdrawal,158924.17,direct,0.0
190,6682,2025-04-27,p2p_transfer,644512.53,direct,12825.8
191,7929,2024-06-01,credit_payment,464530.17,direct,0.0
192,2490,2024-11-18,p2p_transfer,729467.24,direct,14516.4
193,7381,2025-10-18,p2p_transfer,5601.59,via_salom,0.0
194,4506,2025-10-12,p2p_transfer,482320.42,direct,9598.18
195,9329,2025-11-09,p2p_transfer,105167.8,direct,2092.84
196,3077,2025-05-04,p2p_transfer,933565.12,direct,18577.95
197,8555,2025-09-05,p2p_transfer,247888.99,direct,4932.99
198,5230,2024-04-10,p2p_transfer,651763.98,direct,12970.1
199,6712,2024-02-24,payment,458856.71,direct,0.0
200,4898,2025-06-30,payment,550008.55,direct,0.0
201,5346,2024-09-06,payment,1311182.79,direct,0.0
202,3192,2025-12-24,p2p_transfer,398075.93,via_salom,0.0
203,3835,2025-01-05,payment,109831.42,direct,0.0
204,6366,2024-10-15,payment,246240.2,direct,0.0
205,2562,2025-05-25,payment,441961.22,direct,0.0
206,2086,2025-04-29,payment,492582.22,direct,0.0
207,5540,2024-11-08,p2p_transfer,74422.69,via_salom,0.0
208,4549,2025-10-22,p2p_transfer,107803.39,direct,2145.29
209,6879,2025-12-29,payment,242549.12,direct,0.0
210,1590,2025-03-16,p2p_transfer,313785.27,direct,6244.33
211,4610,2024-12-22,cash_withdrawal,120045.19,direct,0.0
212,9541,2025-05-12,p2p_transfer,1143004.87,via_salom,0.0
213,9329,2025-01-11,p2p_transfer,474584.59,direct,9444.23
214,802,2025-12-06,payment,251201.47,direct,0.0
215,8029,2025-03-09,p2p_transfer,202464.8,direct,4029.05
216,2862,2025-04-07,p2p_transfer,345642.92,direct,6878.29
217,8607,2025-07-29,p2p_transfer,327833.65,direct,6523.89
218,2220,2025-11-23,p2p_transfer,1413.86,via_salom,0.0
219,3308,2024-03-20,payment,351432.33,direct,0.0
220,5216,2024-08-18,credit_payment,984855.24,direct,0.0
221,6384,2024-12-16,p2p_transfer,67209.64,direct,1337.47
222,985,2025-01-10,credit_payment,150508.13,direct,0.0
223,533,2024-02-01,p2p_transfer,785766.81,direct,15636.76
224,7694,2025-02-25,p2p_transfer,620498.68,direct,12347.92
225,3936,2024-01-21,credit_payment,118838.78,direct,0.0
226,3104,2025-10-12,payment,622.2,direct,0.0
227,7169,2025-06-26,cash_withdrawal,127934.27,direct,0.0
228,3703,2024-09-22,credit_payment,39129.64,direct,0.0
229,5964,2024-09-15,cash_withdrawal,779235.13,direct,0.0
230,9743,2025-11-23,p2p_transfer,204376.01,direct,4067.08
231,5000,2024-09-24,credit_payment,133926.2,direct,0.0
232,4052,2025-01-31,p2p_transfer,126432.45,direct,2516.01
233,6184,2025-08-18,p2p_transfer,302327.11,direct,6016.31
234,6186,2025-06-06,p2p_transfer,152323.67,direct,3031.24
235,2269,2024-06-21,p2p_transfer,742993.38,direct,14785.57
236,4951,2025-09-19,cash_withdrawal,73276.11,direct,0.0
237,7235,2024-05-23,payment,9409.89,direct,0.0
238,9223,2024-08-04,payment,149579.99,direct,0.0
239,8725,2024-10-06,payment,908599.96,direct,0.0
240,6932,2025-10-28,p2p_transfer,124709.35,direct,2481.72
241,8642,2024-04-11,p2p_transfer,275313.08,direct,5478.73
242,9495,2025-08-14,p2p_transfer,276893.3,direct,5510.18
243,6566,2024-09-02,p2p_transfer,49316.91,via_salom,0.0
244,4098,2025-09-04,payment,461533.84,direct,0.0
245,6698,2024-03-26,cash_withdrawal,128408.24,direct,0.0
246,1222,2024-12-27,p2p_transfer,130838.94,direct,2603.69
247,725,2025-09-02,p2p_transfer,86205.85,via_salom,0.0
248,2627,2025-08-30,p2p_transfer,6493.8,direct,129.23
249,9783,2024-07-24,p2p_transfer,798481.63,via_salom,0.0
250,216,2025-02-26,credit_payment,440511.73,direct,0.0
251,2853,2025-05-03,cash_withdrawal,607294.29,direct,0.0
252,245,2024-07-28,p2p_transfer,21232.87,direct,422.53
253,8658,2024-04-19,p2p_transfer,174691.02,direct,3476.35
254,9254,2025-01-09,p2p_transfer,102624.31,direct,2042.22
255,7348,2024-01-21,payment,58661.28,direct,0.0
256,45,2025-04-08,credit_payment,9098.59,direct,0.0
257,4028,2024-02-06,payment,25612.28,direct,0.0
258,3160,2024-07-06,p2p_transfer,39930.5,direct,794.62
259,2656,2024-05-29,p2p_transfer,86443.09,direct,1720.22
260,4558,2025-11-09,cash_withdrawal,304943.15,direct,0.0
261,5830,2024-05-08,p2p_transfer,403008.34,direct,8019.87
262,9110,2025-07-21,credit_payment,570358.95,direct,0.0
263,3311,2024-02-06,payment,26727.04,direct,0.0
264,4385,2024-06-28,cash_withdrawal,91206.77,direct,0.0
265,1113,2025-02-16,cash_withdrawal,547432.64,direct,0.0
266,8529,2024-04-25,cash_withdrawal,156008.91,direct,0.0
267,1363,2025-12-11,payment,275746.24,direct,0.0
268,9483,2024-08-10,payment,103069.35,direct,0.0
269,6619,2024-12-18,p2p_transfer,271328.27,direct,5399.43
270,5962,2024-05-23,p2p_transfer,403283.72,direct,8025.35
271,9439,2024-06-03,payment,656686.26,direct,0.0
272,5989,2025-04-09,p2p_transfer,249646.0,direct,4967.96
273,4609,2024-05-12,p2p_transfer,376786.34,direct,7498.05
274,3119,2024-03-26,p2p_transfer,99487.22,direct,1979.8
275,6267,2024-01-05,p2p_transfer,271958.36,direct,5411.97
276,8298,2024-07-18,credit_payment,1024345.84,direct,0.0
277,4239,2025-12-26,cash_withdrawal,282180.81,direct,0.0
278,3396,2024-04-28,payment,608468.2,direct,0.0
279,8224,2024-03-30,p2p_transfer,108159.92,via_salom,0.0
280,4754,2025-10-17,payment,109125.41,direct,0.0
281,7598,2025-02-25,payment,896208.37,direct,0.0
282,6092,2025-04-24,p2p_transfer,1116.64,direct,22.22
283,8733,2025-03-20,payment,335219.85,direct,0.0
284,1380,2024-07-01,payment,346287.93,direct,0.0
285,5100,2025-08-15,p2p_transfer,79631.92,direct,1584.68
286,6149,2025-05-12,p2p_transfer,554299.1,direct,11030.55
287,1094,2025-01-26,p2p_transfer,590884.72,via_salom,0.0
288,6640,2025-11-12,payment,602802.08,direct,0.0
289,3756,2025-07-18,p2p_transfer,234303.37,direct,4662.64
290,8527,2024-04-19,credit_payment,39819.37,direct,0.0
291,7420,2024-02-08,p2p_transfer,6595.18,direct,131.24
292,2141,2024-04-08,credit_payment,289051.06,direct,0.0
293,5126,2025-07-11,credit_payment,74053.31,direct,0.0
294,4924,2024-05-03,cash_withdrawal,253596.49,direct,0.0
295,1602,2025-07-23,p2p_transfer,164668.79,via_salom,0.0
296,6761,2024-02-28,p2p_transfer,389193.77,direct,7744.96
297,2414,2025-12-06,cash_withdrawal,739213.11,direct,0.0
298,6598,2025-10-15,payment,92955.48,direct,0.0
299,3857,2025-01-01,p2p_transfer,56955.17,direct,1133.41
300,9296,2024-12-07,payment,22542.4,direct,0.0
301,4388,2024-02-14,p2p_transfer,131466.34,direct,2616.18
302,2293,2024-09-05,p2p_transfer,819677.14,direct,16311.58
303,8064,2025-03-27,cash_withdrawal,94001.68,direct,0.0
304,3621,2024-01-22,p2p_transfer,39815.04,via_salom,0.0
305,6843,2025-09-19,payment,50080.29,direct,0.0
306,7247,2025-09-30,p2p_transfer,9565.09,direct,190.35
307,1830,2024-08-04,p2p_transfer,108998.18,direct,2169.06
308,6070,2024-12-19,p2p_transfer,576676.36,direct,11475.86
309,1186,2024-10-24,p2p_transfer,269517.38,direct,5363.4
310,5321,2025-09-23,p2p_transfer,171788.32,direct,3418.59
311,1911,2025-04-01,p2p_transfer,47910.49,via_salom,0.0
312,2937,2025-12-28,payment,757860.6,direct,0.0
313,5217,2025-11-12,payment,120867.18,direct,0.0
314,4439,2025-07-20,payment,141693.84,direct,0.0
315,6052,2025-10-21,credit_payment,121307.98,direct,0.0
316,8280,2024-01-22,cash_withdrawal,1005829.9,direct,0.0
317,5895,2024-10-29,cash_withdrawal,301607.19,direct,0.0
318,9555,2024-04-11,p2p_transfer,851489.15,direct,16944.63
319,6161,2024-06-14,p2p_transfer,178458.45,via_salom,0.0
320,4928,2025-04-30,p2p_transfer,71692.19,direct,1426.67
321,8415,2024-03-17,cash_withdrawal,67822.24,direct,0.0
322,9340,2025-03-05,p2p_transfer,24223.05,via_salom,0.0
323,9091,2024-12-10,p2p_transfer,1284419.94,direct,25559.96
324,7731,2024-03-13,p2p_transfer,306269.11,direct,6094.76
325,2341,2025-03-01,p2p_transfer,50851.74,direct,1011.95
326,4553,2025-02-13,p2p_transfer,271343.4,via_salom,0.0
327,8704,2024-08-14,credit_payment,7368.48,direct,0.0
328,2144,2024-05-13,payment,170993.09,direct,0.0
329,7177,2025-09-04,cash_withdrawal,195744.1,direct,0.0
330,6110,2025-12-29,cash_withdrawal,513164.19,direct,0.0
331,9216,2025-10-01,payment,376720.94,direct,0.0
332,205,2025-10-13,credit_payment,797057.33,direct,0.0
333,4196,2024-07-03,p2p_transfer,65173.08,direct,1296.94
334,1159,2025-06-13,credit_payment,335158.7,direct,0.0
335,6873,2024-12-23,credit_payment,586753.23,direct,0.0
336,3709,2024-12-16,p2p_transfer,396559.58,direct,7891.54
337,2387,2025-12-04,p2p_transfer,4876.59,direct,97.04
338,2750,2025-10-25,p2p_transfer,69661.92,direct,1386.27
339,6673,2025-06-01,p2p_transfer,56009.82,direct,1114.6
340,5218,2024-07-27,credit_payment,180494.26,direct,0.0
341,9824,2025-03-02,p2p_transfer,501143.91,via_salom,0.0
342,4305,2024-04-24,p2p_transfer,7424.29,direct,147.74
343,2957,2025-10-13,p2p_transfer,332649.29,via_salom,0.0
344,4491,2024-11-30,credit_payment,156597.04,direct,0.0
345,254,2024-11-15,credit_payment,62094.22,direct,0.0
346,2046,2025-09-12,p2p_transfer,11546.07,direct,229.77
347,9399,2024-06-07,p2p_transfer,1133205.44,direct,22550.79
348,3671,2024-03-21,p2p_transfer,70743.66,direct,1407.8
349,5751,2024-07-25,payment,398536.6,direct,0.0
350,3935,2025-01-09,p2p_transfer,322511.6,direct,6417.98
351,3325,2025-07-17,payment,194054.82,direct,0.0
352,3209,2024-03-09,payment,17917.7,direct,0.0
353,9388,2024-11-04,payment,84586.18,direct,0.0
354,7199,2025-12-07,p2p_transfer,40364.38,direct,803.25
355,8237,2025-06-14,payment,1329123.06,direct,0.0
356,1052,2024-07-24,credit_payment,273225.02,direct,0.0
357,3108,2024-07-11,p2p_transfer,156281.85,direct,3110.01
358,3786,2024-12-15,payment,706836.06,direct,0.0
359,5257,2025-10-24,p2p_transfer,527016.29,direct,10487.62
360,1338,2025-03-07,p2p_transfer,13205.64,direct,262.79
361,4421,2025-06-15,credit_payment,101129.87,direct,0.0
362,5582,2025-03-26,p2p_transfer,13120.18,direct,261.09
363,1094,2025-07-19,p2p_transfer,174200.58,via_salom,0.0
364,5015,2024-01-28,p2p_transfer,191710.92,via_salom,0.0
365,8475,2025-03-30,payment,51916.73,direct,0.0
366,6777,2025-08-10,credit_payment,188627.85,direct,0.0
367,5280,2024-12-30,p2p_transfer,217933.32,direct,4336.87
368,8557,2025-09-13,p2p_transfer,111434.48,direct,2217.55
369,3214,2025-05-03,p2p_transfer,196300.32,direct,3906.38
370,9982,2024-09-03,p2p_transfer,1133368.67,via_salom,0.0
371,963,2025-08-18,cash_withdrawal,172313.82,direct,0.0
372,3478,2025-02-06,p2p_transfer,780938.29,via_salom,0.0
373,7448,2025-09-30,payment,100569.5,direct,0.0
374,2632,2024-08-16,p2p_transfer,586907.59,via_salom,0.0
375,5050,2025-07-28,p2p_transfer,20000.04,direct,398.0
376,6891,2025-09-19,p2p_transfer,33969.98,direct,676.0
377,8117,2025-05-14,payment,229667.35,direct,0.0
378,3817,2025-10-24,p2p_transfer,623417.4,direct,12406.01
379,2188,2025-07-12,p2p_transfer,349265.92,direct,6950.39
380,7407,2024-11-20,payment,147440.81,direct,0.0
381,5908,2025-11-27,p2p_transfer,55381.24,via_salom,0.0
382,8047,2024-07-11,p2p_transfer,546214.92,via_salom,0.0
383,9906,2025-06-14,p2p_transfer,1711791.42,direct,34064.65
384,7075,2024-03-15,payment,261855.71,direct,0.0
385,9492,2025-02-24,p2p_transfer,50355.83,direct,1002.08
386,1103,2025-08-21,payment,550264.49,direct,0.0
387,167,2025-07-06,p2p_transfer,200708.15,direct,3994.09
388,9483,2024-08-08,p2p_transfer,107311.74,direct,2135.5
389,8165,2025-10-08,credit_payment,284611.17,direct,0.0
390,3572,2024-02-09,p2p_transfer,100125.7,direct,1992.5
391,6351,2025-03-05,cash_withdrawal,938063.22,direct,0.0
392,6109,2024-11-16,credit_payment,225296.68,direct,0.0
393,6717,2025-10-01,p2p_transfer,725358.62,direct,14434.64
394,6187,2025-05-10,payment,587753.93,direct,0.0
395,6210,2025-07-02,p2p_transfer,245708.58,via_salom,0.0
396,4940,2024-03-24,p2p_transfer,373226.72,direct,7427.21
397,5389,2025-02-23,p2p_transfer,103865.33,direct,2066.92
398,1211,2025-08-28,payment,140817.76,direct,0.0
399,1693,2024-01-03,p2p_transfer,293899.4,direct,5848.6
400,8782,2025-09-10,p2p_transfer,205203.85,direct,4083.56
401,4547,2024-09-25,payment,437077.24,direct,0.0
402,308,2025-09-16,p2p_transfer,150601.72,direct,2996.97
403,329,2024-11-16,p2p_transfer,127532.78,direct,2537.9
404,7469,2025-12-28,cash_withdrawal,52621.24,direct,0.0
405,1744,2024-02-29,payment,877648.48,direct,0.0
406,3137,2025-01-14,payment,444608.32,direct,0.0
407,5692,2024-07-25,payment,123728.63,direct,0.0
408,3993,2025-11-27,p2p_transfer,355738.21,direct,7079.19
409,8342,2024-06-21,payment,230759.79,direct,0.0
410,2945,2024-03-15,payment,713381.81,direct,0.0
411,9892,2024-10-29,p2p_transfer,56817.75,direct,1130.67
412,7284,2025-06-02,p2p_transfer,418709.55,direct,8332.32
413,6402,2025-03-05,p2p_transfer,127673.03,direct,2540.69
414,4067,2025-05-23,p2p_transfer,1178215.75,direct,23446.49
415,6951,2025-07-09,p2p_transfer,254113.02,via_salom,0.0
416,7950,2025-04-30,p2p_transfer,93024.48,direct,1851.19
417,8189,2024-03-22,payment,635983.39,direct,0.0
418,7385,2025-07-22,credit_payment,1103263.33,direct,0.0
419,388,2025-01-30,cash_withdrawal,81977.21,direct,0.0
420,203,2025-12-26,payment,172539.29,direct,0.0
421,6972,2024-07-21,payment,164311.95,direct,0.0
422,7236,2025-12-16,credit_payment,275300.7,direct,0.0
423,5470,2024-10-20,cash_withdrawal,59508.37,direct,0.0
424,4248,2025-08-19,p2p_transfer,261720.03,direct,5208.23
425,1141,2025-12-17,p2p_transfer,308828.79,direct,6145.69
426,2114,2024-05-09,p2p_transfer,274808.41,via_salom,0.0
427,5634,2024-12-20,p2p_transfer,27298.46,direct,543.24
428,8484,2024-08-30,cash_withdrawal,401858.1,direct,0.0
429,3423,2025-01-15,p2p_transfer,454202.15,direct,9038.62
430,4679,2024-08-16,p2p_transfer,87221.56,direct,1735.71
431,1585,2024-06-30,p2p_transfer,233494.8,via_salom,0.0
432,247,2025-09-12,p2p_transfer,399268.76,direct,7945.45
433,4956,2024-11-26,p2p_transfer,40788.72,via_salom,0.0
434,4434,2024-03-04,payment,159557.75,direct,0.0
435,83,2024-03-04,payment,745345.23,direct,0.0
436,2324,2024-01-27,payment,510274.87,direct,0.0
437,8956,2025-12-22,cash_withdrawal,309362.49,direct,0.0
438,2564,2025-04-19,payment,452152.24,direct,0.0
439,6882,2024-07-20,credit_payment,652674.09,direct,0.0
440,9108,2025-04-25,p2p_transfer,502896.44,via_salom,0.0
441,1247,2024-03-17,p2p_transfer,49821.52,direct,991.45
442,8687,2025-05-29,p2p_transfer,232938.26,direct,4635.47
443,3325,2024-07-28,payment,32912.19,direct,0.0
444,8484,2024-02-21,p2p_transfer,959686.81,via_salom,0.0
445,6770,2025-05-15,p2p_transfer,621443.61,direct,12366.73
446,1704,2024-01-02,p2p_transfer,94555.07,via_salom,0.0
447,5979,2025-11-30,p2p_transfer,76949.9,direct,1531.3
448,6529,2025-08-19,p2p_transfer,59992.68,via_salom,0.0
449,7859,2025-10-11,credit_payment,565092.85,direct,0.0
450,8155,2025-10-30,payment,66816.17,direct,0.0
