user_id,registration_date,age,activity_segment,financial_awareness,has_salom,has_osmon,has_virtual_uzcard,has_virtual_humo,other_bank_cards_count
97,2025-09-18,26,low,medium,True,False,True,True,2
98,2025-09-09,63,medium,medium,False,True,True,False,0
99,2025-07-01,37,active,medium,True,True,False,True,2
100,2025-04-05,54,active,low,True,True,False,True,2
101,2024-11-25,27,super_active,high,True,False,False,False,0
102,2024-02-17,34,medium,low,False,True,False,True,3
103,2024-02-01,31,active,medium,True,False,False,True,0
104,2025-08-18,43,active,medium,False,True,True,False,0
105,2024-02-09,58,medium,medium,True,True,True,False,3
106,2024-05-29,33,active,high,True,False,True,True,3
107,2024-08-21,49,low,medium,True,True,True,True,3
108,2025-09-05,53,low,medium,True,False,True,True,0
109,2024-12-14,50,super_active,low,True,False,False,True,1
110,2025-02-18,55,active,low,False,True,True,True,2
111,2024-03-22,32,low,high,False,False,True,False,3
112,2024-09-29,34,active,medium,True,False,True,False,0
113,2024-01-23,36,active,low,False,False,False,False,1
114,2024-10-04,46,one_time,high,True,False,False,False,1
115,2025-02-16,65,low,medium,True,True,True,True,1
116,2024-06-04,42,medium,medium,True,False,True,False,1
117,2024-12-27,54,medium,medium,False,False,False,True,1
118,2025-03-24,32,super_active,high,True,True,True,False,1
119,2024-01-25,36,super_active,medium,True,True,False,False,2
120,2025-09-19,54,active,high,False,False,True,False,3
121,2024-10-06,41,low,low,False,False,False,True,1
122,2025-07-27,65,active,low,False,False,True,True,2
123,2025-02-11,41,medium,medium,True,False,False,True,2
124,2024-02-15,56,active,low,True,False,True,True,3
125,2024-01-14,64,active,high,True,False,True,True,1
126,2025-05-15,48,low,low,True,False,True,False,1
127,2024-09-16,48,active,low,True,False,True,False,1
128,2024-09-15,22,medium,high,True,True,False,True,2
129,2024-08-14,60,active,medium,True,False,True,False,1
130,2024-08-22,24,medium,high,False,True,True,True,0
131,2024-02-07,56,medium,low,False,False,True,False,2
132,2024-11-09,42,low,medium,True,True,True,False,2
133,2024-07-16,37,active,low,True,True,True,True,1
134,2024-12-31,62,super_active,low,False,True,True,False,2
135,2024-06-21,43,low,medium,True,False,True,True,2
136,2025-02-14,27,active,medium,True,False,True,False,1
137,2024-04-17,37,active,high,True,True,True,False,3
138,2024-02-10,62,one_time,high,True,False,False,True,1
139,2024-03-12,22,one_time,low,True,True,True,False,2
140,2024-09-14,34,super_active,high,False,False,False,True,2
141,2024-02-14,42,low,medium,True,False,True,False,2
142,2025-05-01,47,low,medium,False,False,False,True,0
143,2024-08-12,28,low,medium,True,True,True,True,0
144,2024-11-19,25,active,low,True,False,True,False,1
145,2025-01-14,25,one_time,medium,True,False,True,False,2
146,2025-08-26,54,active,low,True,False,False,True,0
147,2024-11-23,36,active,medium,True,False,False,True,0
148,2024-01-03,62,low,high,False,True,True,False,1
149,2024-02-29,25,one_time,high,False,True,True,True,1
150,2024-08-20,29,super_active,high,True,False,False,True,2
151,2025-04-01,40,active,medium,True,False,False,True,3
152,2024-03-29,43,super_active,low,True,False,True,False,1
153,2024-10-07,59,active,high,True,False,True,True,0
154,2024-11-23,64,active,medium,True,True,False,True,2
155,2025-04-29,37,active,high,True,False,True,False,0
156,2024-01-01,22,low,low,True,False,False,True,3
157,2025-12-24,63,super_active,high,True,False,True,True,1
158,2025-06-20,58,medium,high,True,False,True,False,3
159,2024-12-17,58,medium,high,False,False,False,True,0
160,2025-10-21,33,active,low,True,True,True,False,3
161,2025-07-04,24,active,medium,True,True,True,False,0
162,2024-06-02,32,one_time,low,True,True,True,True,0
163,2025-09-02,36,active,medium,False,True,False,True,0
164,2024-09-19,61,medium,high,True,True,False,False,0
165,2024-08-25,29,super_active,medium,False,False,False,True,1
166,2024-12-06,41,active,low,False,True,True,True,2
167,2025-08-18,19,low,high,True,False,True,False,2
168,2024-02-11,25,medium,high,True,False,True,False,0
169,2025-01-05,23,super_active,medium,True,True,True,True,1
170,2024-10-04,29,low,medium,True,False,True,True,1
171,2024-04-27,58,active,low,True,False,True,False,2
172,2024-05-29,39,medium,medium,False,False,True,False,2
173,2024-01-01,28,active,medium,True,False,True,False,1
174,2025-08-08,57,active,low,True,False,True,False,0
175,2025-11-23,24,active,medium,True,False,True,False,0
176,2025-07-31,54,active,medium,True,False,True,False,2
177,2025-04-22,38,medium,high,False,False,True,False,1
178,2024-11-10,40,active,medium,True,True,True,False,0
179,2024-03-09,21,medium,medium,True,False,True,True,0
180,2024-05-18,25,low,low,True,False,True,True,1
181,2025-01-24,24,low,medium,True,True,True,False,2
182,2025-05-13,27,medium,medium,True,False,True,True,0
183,2025-07-16,60,super_active,medium,True,True,True,True,1
184,2025-04-15,20,low,low,True,False,True,False,1
185,2025-12-31,19,low,low,True,True,True,True,2
186,2025-03-25,43,medium,low,False,False,True,True,2
187,2024-02-13,64,medium,medium,False,False,True,True,1
188,2024-06-28,37,low,low,True,True,True,False,2
189,2025-05-28,32,medium,medium,True,False,False,True,1
190,2024-06-13,44,medium,high,False,True,True,False,2
191,2025-11-01,49,low,low,False,True,True,True,1
192,2025-10-02,42,active,low,True,False,False,True,1
193,2024-11-18,37,active,medium,True,True,False,False,1
194,2025-06-07,65,low,low,True,False,True,False,0
195,2024-12-04,24,active,medium,True,False,False,True,1
196,2025-11-28,47,active,low,False,False,True,True,1
197,2025-04-12,26,active,low,True,True,True,True,0
198,2024-10-27,44,active,low,True,False,True,False,2
199,2024-06-08,41,super_active,low,True,True,False,False,0
200,2025-12-03,48,one_time,medium,False,True,True,False,3
201,2024-01-15,34,active,medium,True,False,True,False,1
202,2024-11-30,38,super_active,medium,False,True,False,True,0
203,2024-09-02,40,low,high,True,False,False,True,2
204,2024-04-20,37,medium,medium,True,False,True,True,0
205,2025-06-03,46,active,medium,False,False,True,False,2
206,2024-03-25,52,super_active,medium,False,True,True,False,1
207,2024-08-13,38,super_active,high,False,True,True,False,2
208,2025-03-02,57,super_active,low,True,False,True,True,0
209,2025-03-06,35,active,medium,True,False,True,False,2
210,2025-03-02,19,active,high,True,False,True,True,1
211,2024-02-03,39,medium,low,True,False,False,True,1
212,2025-04-05,55,super_active,high,False,False,True,False,2
213,2025-11-08,36,super_active,low,False,True,False,True,0
214,2025-05-23,45,super_active,low,True,False,True,False,1
215,2025-06-14,60,medium,low,False,False,True,True,2
216,2025-10-13,47,active,high,False,False,True,False,2
217,2024-04-24,28,active,low,False,False,True,True,1
218,2025-12-11,24,medium,medium,False,False,True,True,2
219,2025-03-31,65,low,medium,False,True,True,False,3
220,2025-02-16,29,active,high,True,True,True,False,1
221,2024-05-09,28,low,high,True,True,True,False,1
222,2024-07-16,49,low,low,False,True,True,True,1
223,2025-12-19,54,super_active,high,True,True,False,True,1
224,2025-01-02,35,medium,high,True,False,True,True,3
225,2025-04-30,39,active,high,False,False,True,False,0
226,2025-07-08,29,low,low,True,True,True,False,1
227,2025-04-26,62,medium,medium,False,True,False,True,1
228,2025-03-28,63,super_active,low,False,True,True,False,0
229,2024-10-25,24,medium,high,False,True,True,True,1
230,2024-08-31,61,low,low,True,False,False,False,0
231,2025-03-11,36,active,medium,True,True,True,True,1
232,2025-12-09,63,low,medium,False,False,True,True,1
233,2025-09-09,25,medium,medium,True,True,True,False,2
234,2025-12-27,45,medium,medium,False,False,True,True,1
235,2025-04-19,19,active,medium,True,True,False,True,1
236,2024-10-24,21,active,medium,True,True,True,True,1
237,2025-12-06,22,low,high,False,False,True,True,1
238,2024-08-28,58,active,medium,False,False,True,False,1
239,2024-06-05,49,super_active,medium,False,False,True,False,0
240,2025-02-15,51,active,low,True,True,True,True,0
241,2025-09-09,18,low,medium,True,False,True,False,1
242,2024-03-16,18,low,low,False,False,True,True,3
243,2024-08-10,40,super_active,low,False,True,False,True,2
244,2024-04-12,43,super_active,medium,True,True,True,True,2
245,2024-08-06,60,super_active,low,True,True,True,True,1
246,2024-10-29,64,medium,medium,True,False,True,True,0
247,2024-02-01,60,one_time,medium,False,True,True,False,3
248,2025-02-24,41,super_active,low,True,True,True,True,1
249,2024-11-01,63,super_active,low,True,False,True,True,0
250,2024-04-05,42,super_active,medium,False,False,True,True,2
251,2024-05-16,36,super_active,low,True,False,True,True,0
252,2024-08-26,63,super_active,medium,True,False,True,True,2
253,2024-01-07,54,medium,low,True,True,True,True,1
254,2025-10-24,40,medium,medium,False,False,True,True,1
255,2025-12-22,29,active,high,True,False,True,False,2
256,2024-05-25,48,medium,medium,False,False,True,True,0
257,2024-12-01,38,active,high,False,True,False,False,0
258,2025-02-13,44,low,high,True,False,True,True,1
259,2025-11-26,44,low,high,False,False,False,False,0
260,2025-09-20,60,active,medium,False,False,False,False,3
261,2025-09-23,21,active,low,True,False,False,True,1
262,2024-05-13,63,active,medium,False,False,True,False,0
263,2025-02-05,48,medium,high,True,True,True,False,1
264,2024-02-21,27,active,low,False,True,True,True,2
265,2024-10-01,54,medium,low,True,False,False,False,3
266,2025-11-02,51,low,low,True,False,True,True,1
267,2024-01-11,18,low,high,True,False,True,True,1
268,2025-04-16,43,active,high,True,True,False,True,0
269,2024-06-21,36,medium,low,True,False,True,True,0
270,2024-11-14,35,medium,high,False,False,True,False,1
271,2024-08-06,21,super_active,low,False,True,False,False,1
272,2024-04-18,20,super_active,medium,False,False,True,True,1
273,2025-09-24,57,medium,high,False,False,True,True,0
274,2024-04-20,55,low,medium,False,True,True,True,2
275,2024-02-05,48,super_active,low,False,False,True,True,0
276,2025-02-11,34,active,low,False,True,False,True,1
277,2025-01-30,42,active,low,True,True,True,False,0
278,2025-09-19,24,active,low,False,False,True,False,0
279,2025-01-21,65,medium,low,False,True,False,False,1
280,2024-07-15,29,active,low,False,False,False,True,0
281,2025-05-17,38,super_active,medium,True,False,False,False,1
282,2025-07-17,56,active,high,True,False,False,True,1
283,2025-04-25,18,active,medium,True,True,True,True,1
284,2025-12-23,51,low,low,True,False,True,True,1
285,2025-07-20,31,medium,medium,False,False,True,True,2
286,2025-01-24,50,medium,low,True,False,True,True,0
287,2025-06-27,25,medium,low,False,False,False,False,0
288,2024-04-04,35,super_active,medium,False,False,True,True,3
289,2025-02-15,33,low,medium,True,True,False,True,0
290,2024-05-22,26,medium,medium,True,False,True,True,0
291,2025-06-28,53,active,high,False,False,True,True,2
292,2025-12-13,29,medium,medium,True,True,True,True,0
293,2025-07-03,24,super_active,high,True,False,True,True,1
294,2025-03-26,34,active,medium,True,True,True,True,2
295,2024-10-24,55,super_active,medium,True,True,False,True,1
296,2024-06-24,51,super_active,high,False,False,False,True,0
297,2025-09-04,46,active,low,True,False,False,True,3
298,2024-08-21,34,active,medium,True,False,True,True,1
299,2024-08-23,26,one_time,high,True,False,True,True,1
300,2024-02-10,54,active,low,False,True,True,False,2
301,2024-05-15,63,low,low,True,True,True,False,1
302,2024-12-18,40,active,high,False,True,False,True,1
303,2024-09-12,53,active,high,True,False,True,True,0
304,2025-10-04,38,super_active,high,True,True,True,False,1
305,2024-07-16,59,super_active,medium,False,True,True,False,1
306,2024-02-28,40,super_active,low,True,True,False,False,2
307,2025-03-01,53,active,low,False,False,True,True,1
308,2024-09-26,22,one_time,medium,True,False,False,False,2
309,2025-02-17,53,active,medium,True,True,False,False,1
310,2025-09-15,54,medium,high,False,False,True,True,1
311,2024-01-15,23,active,medium,False,False,False,True,1
312,2025-08-06,61,medium,low,False,False,True,True,1
313,2024-11-20,47,active,low,True,False,True,True,1
314,2024-05-26,29,medium,medium,True,False,True,False,0
315,2025-06-16,33,active,medium,False,False,False,False,2
316,2025-08-20,50,medium,low,False,True,True,False,1
317,2024-07-15,19,low,low,False,True,True,False,0
318,2025-09-05,23,super_active,high,True,False,False,True,1
319,2025-12-16,27,medium,high,True,True,True,True,3
320,2024-06-13,34,medium,medium,True,False,True,True,1
321,2025-03-12,54,active,medium,False,False,True,True,0
322,2025-05-11,33,active,high,True,False,False,True,0
323,2024-09-21,49,active,medium,False,False,True,False,2
324,2024-04-19,33,active,high,True,False,True,True,3
325,2024-08-10,45,medium,medium,True,False,True,False,0
326,2025-02-03,41,low,medium,False,False,True,True,1
327,2024-11-02,50,low,high,True,True,False,True,1
328,2025-03-16,30,super_active,low,False,False,True,True,1
329,2025-01-08,55,active,high,True,True,True,True,1
330,2025-07-07,25,medium,high,False,False,False,True,2
331,2025-07-26,27,super_active,medium,True,False,True,True,2
332,2025-05-28,49,medium,medium,True,False,True,False,1
333,2025-01-31,36,medium,high,True,False,True,True,2
334,2025-04-09,25,medium,medium,True,False,True,True,3
335,2024-05-07,32,medium,medium,False,True,True,False,3
336,2025-05-11,53,active,medium,True,False,True,True,1
337,2024-05-24,22,low,medium,True,True,True,True,1
338,2025-05-25,49,active,low,True,False,True,False,0
339,2025-08-09,24,medium,medium,True,False,True,False,0
340,2024-06-09,60,active,medium,False,False,True,True,0
341,2025-03-02,23,active,medium,True,True,False,True,2
342,2024-04-13,49,super_active,high,True,False,False,False,0
343,2024-05-19,20,medium,high,True,False,False,False,0
344,2024-02-17,27,active,low,False,True,True,True,3
345,2025-03-28,26,medium,low,False,False,False,True,2
346,2024-06-21,53,super_active,low,True,False,True,False,2
347,2025-03-19,40,active,medium,True,False,True,True,1
348,2024-12-14,59,medium,low,True,True,True,False,0
349,2025-02-15,48,medium,high,True,False,True,True,0
350,2024-10-06,20,medium,high,True,True,True,False,0
351,2025-08-16,27,active,high,False,False,True,False,1
352,2024-08-30,25,one_time,medium,True,True,True,True,1
353,2024-05-15,38,medium,low,True,True,True,False,2
354,2025-08-18,25,super_active,medium,True,False,True,True,1
355,2025-08-09,22,active,low,False,False,True,True,2
356,2025-04-02,61,medium,high,False,False,True,False,2
357,2025-07-12,39,active,low,True,False,False,True,2
358,2024-02-10,63,active,medium,False,True,True,True,1
359,2024-12-15,64,medium,medium,True,False,False,True,2
360,2024-05-27,20,active,high,False,False,True,False,1
361,2025-10-03,28,active,low,True,False,True,False,0
362,2024-03-10,24,super_active,medium,True,False,True,True,1
363,2025-07-03,37,super_active,low,True,False,True,False,0
364,2024-10-12,48,medium,high,True,True,True,True,3
365,2024-03-19,33,active,medium,True,False,False,False,1
366,2025-11-05,49,low,high,True,False,True,True,2
367,2025-08-20,27,medium,medium,True,False,False,False,2
368,2025-01-15,33,medium,medium,False,False,True,False,3
369,2025-08-13,31,medium,medium,False,False,True,False,2
370,2024-10-31,22,medium,low,True,False,True,False,1
371,2025-02-06,48,low,high,True,False,True,False,2
372,2025-05-31,41,active,low,False,True,True,True,1
373,2025-07-03,30,active,high,True,False,True,True,1
374,2024-07-30,34,active,high,False,False,True,False,2
375,2024-04-22,45,low,low,True,False,True,False,2
376,2024-05-20,40,low,low,True,False,True,True,0
377,2024-06-02,49,active,high,True,False,True,True,2
378,2025-04-13,31,super_active,high,True,False,True,True,0
379,2025-03-08,58,super_active,low,False,False,True,False,0
380,2025-09-21,57,low,medium,True,True,False,True,0
381,2025-04-25,18,super_active,medium,False,False,True,True,1
382,2024-04-15,20,low,low,True,True,False,True,1
383,2024-03-04,38,medium,medium,True,False,True,True,0
384,2025-02-12,55,low,low,True,False,True,True,1
385,2025-04-15,62,medium,low,True,True,False,True,3
386,2024-12-27,22,active,medium,True,False,False,False,1
387,2025-03-07,51,super_active,medium,True,False,True,False,2
388,2024-05-16,33,medium,low,True,False,True,False,2
389,2025-08-31,24,active,low,True,False,True,True,1
390,2024-10-06,64,low,medium,True,False,False,False,1
391,2025-02-04,39,super_active,medium,False,False,True,False,2
392,2025-07-22,31,active,high,True,False,True,True,0
393,2024-08-15,45,one_time,high,False,False,True,True,1
394,2025-05-25,27,medium,low,True,False,True,True,2
395,2025-06-28,36,medium,medium,False,False,True,False,3
396,2024-06-28,64,medium,high,True,False,False,True,3
397,2025-05-04,49,active,medium,False,False,True,False,0
398,2024-09-16,38,one_time,medium,True,True,True,False,3
399,2024-10-31,19,super_active,high,True,False,True,True,0
400,2024-11-25,31,super_active,low,True,False,False,True,1
401,2024-07-02,25,medium,low,False,True,False,True,0
402,2024-05-29,34,active,medium,False,True,False,False,0
403,2024-01-02,49,low,high,True,False,True,False,0
404,2025-07-09,55,active,medium,False,False,True,False,1
405,2025-07-17,59,one_time,medium,False,False,True,True,2
406,2024-03-30,46,medium,low,True,True,True,False,0
407,2025-12-29,32,medium,high,True,True,True,False,1
408,2025-07-13,27,active,medium,False,False,False,False,0
409,2025-04-03,65,active,medium,False,True,True,True,1
410,2024-08-23,53,one_time,low,False,False,True,True,0
411,2024-09-26,61,super_active,medium,False,True,True,True,0
412,2024-09-26,42,low,high,True,True,True,False,2
413,2025-10-21,52,medium,high,False,False,False,True,1
414,2024-10-05,64,active,low,False,False,True,False,1
415,2025-07-26,63,medium,medium,True,True,False,True,1
416,2024-01-31,26,one_time,medium,True,True,False,False,0
417,2024-01-19,22,medium,low,True,False,True,False,0
418,2025-03-17,38,active,medium,False,False,True,False,1
419,2024-02-03,27,active,low,True,True,False,True,0
420,2025-05-18,57,active,high,False,True,True,True,2
421,2024-03-13,62,active,medium,False,True,True,True,1
422,2024-07-13,32,medium,high,True,True,True,True,1
423,2025-01-07,22,medium,low,False,False,False,True,1
424,2025-10-30,26,medium,low,False,False,False,False,2
425,2024-05-05,37,super_active,high,True,False,False,True,2
426,2024-06-29,18,active,high,False,False,True,True,0
427,2025-06-24,46,active,medium,False,False,False,False,2
428,2025-05-22,28,super_active,high,True,True,True,True,2
429,2025-03-30,53,medium,high,False,False,True,True,0
430,2025-09-09,23,one_time,medium,False,False,False,False,0
431,2025-10-20,19,medium,low,False,True,False,False,3
432,2025-03-09,56,super_active,medium,True,False,True,True,2
433,2025-12-13,37,active,low,False,False,True,False,0
434,2025-07-07,45,super_active,low,True,False,True,True,0
435,2025-06-17,61,low,medium,True,False,False,True,1
436,2025-10-10,42,super_active,high,True,True,True,True,1
437,2024-02-14,41,medium,high,True,False,True,False,1
438,2024-05-22,45,low,high,True,True,True,False,1
439,2024-10-19,38,active,medium,True,False,True,False,0
440,2024-10-13,32,medium,low,True,False,True,True,0
441,2024-10-09,23,medium,low,True,False,False,False,3
442,2024-11-08,51,medium,medium,True,True,True,False,0
443,2024-10-02,56,active,medium,True,False,True,False,2
444,2024-08-08,49,low,high,False,False,True,False,0
445,2025-11-15,28,active,high,False,False,True,True,1
446,2025-03-21,50,low,low,True,False,True,True,0
447,2024-04-26,55,active,high,False,True,True,False,1
448,2025-09-25,20,active,low,True,False,True,True,3
449,2025-08-10,51,active,high,True,False,True,True,2
450,2024-12-23,22,medium,medium,False,False,False,False,1
451,2024-01-03,54,super_active,high,True,False,True,False,2
452,2025-05-29,50,one_time,low,False,False,False,True,1
453,2025-11-09,39,medium,high,False,True,True,False,0
454,2024-08-10,28,one_time,high,True,False,False,True,1
455,2025-01-06,19,active,medium,False,False,False,False,2
456,2024-06-02,28,medium,medium,True,False,True,False,1
457,2024-02-23,64,medium,low,False,False,False,False,2
458,2024-10-10,42,medium,medium,False,False,True,True,1
459,2024-12-27,51,active,high,False,True,False,True,1
460,2024-09-27,31,low,high,False,False,True,True,1
461,2024-08-08,52,one_time,medium,True,True,True,True,0
462,2024-07-12,49,active,low,False,False,True,True,0
463,2024-07-22,32,low,high,True,False,True,True,1
464,2024-07-02,45,super_active,high,True,True,True,True,1
465,2024-11-23,51,low,medium,False,False,False,True,1
466,2025-09-16,46,active,medium,True,True,True,True,2
467,2025-11-19,48,active,low,True,False,True,True,2
468,2024-04-04,49,active,high,False,False,True,False,0
469,2025-09-24,29,active,medium,True,False,False,True,0
470,2025-10-28,37,medium,medium,False,True,True,True,3
471,2025-11-26,32,one_time,medium,False,False,True,True,3
472,2024-11-09,25,active,low,True,False,True,True,2
473,2024-03-29,59,active,low,False,True,False,True,1
474,2025-03-26,47,medium,low,True,False,True,True,2
475,2025-10-30,43,active,high,False,False,True,True,0
476,2025-03-26,48,medium,high,False,False,False,True,0
477,2025-09-04,24,low,high,True,False,True,True,2
478,2024-03-11,32,low,medium,False,True,True,True,2
479,2024-08-06,45,medium,high,False,True,True,False,1
480,2025-07-09,25,medium,medium,True,False,True,False,1
481,2024-12-31,34,active,medium,True,False,True,True,0
482,2025-04-21,43,medium,medium,True,False,False,False,1
483,2024-11-29,39,active,high,True,False,True,True,0
484,2024-10-14,52,low,low,True,False,True,True,0
485,2025-07-22,51,active,high,True,True,True,False,0
486,2025-06-26,19,active,high,True,False,True,True,0
487,2025-04-27,21,medium,low,True,False,False,True,2
488,2024-01-26,25,medium,high,False,True,True,False,2
489,2024-07-18,56,medium,medium,True,False,False,True,3
490,2024-10-15,54,one_time,medium,True,False,False,True,1
491,2024-03-16,41,active,high,True,True,False,True,0
492,2024-02-12,25,active,high,False,False,True,True,3
493,2024-09-20,63,super_active,low,True,False,True,True,1
494,2025-12-18,56,medium,low,True,False,True,False,1
495,2025-12-16,29,one_time,low,True,False,True,False,1
496,2024-09-24,53,super_active,high,True,True,True,True,1
497,2024-04-30,44,one_time,medium,True,True,True,True,0
498,2024-09-04,26,low,high,False,False,False,True,0
499,2024-07-12,35,active,low,True,True,True,True,1
500,2024-07-21,60,active,low,False,True,False,True,0
501,2025-01-15,38,super_active,high,False,False,True,False,0
502,2025-01-09,60,one_time,high,True,False,True,True,1
503,2025-09-25,56,super_active,high,False,False,False,True,1
504,2025-05-29,38,active,high,False,False,True,True,0
505,2024-11-03,48,medium,high,False,False,True,False,1
506,2025-05-27,31,one_time,low,True,True,False,True,2
507,2025-05-09,62,active,medium,True,False,True,False,3
508,2025-01-02,63,active,medium,False,True,True,True,2
509,2024-07-01,64,active,low,True,False,False,True,1
510,2025-12-19,35,super_active,medium,True,False,True,True,3
511,2024-01-08,26,active,medium,False,False,True,True,1
512,2024-01-04,33,low,medium,False,False,False,True,3
513,2025-01-12,49,active,medium,False,False,True,True,1
514,2025-09-30,20,medium,high,True,True,True,False,1
515,2024-07-25,24,active,high,True,True,False,True,3
516,2024-03-29,39,super_active,high,True,False,True,True,3
517,2024-07-20,28,low,medium,False,False,False,True,1
518,2025-03-08,19,active,medium,True,False,True,True,3
519,2025-07-20,22,active,medium,True,False,True,True,1
520,2025-04-13,38,active,medium,True,False,False,False,0
521,2025-01-05,61,one_time,low,True,True,True,True,0
522,2025-09-07,54,medium,high,True,True,False,False,2
523,2025-03-22,30,active,medium,False,False,True,True,1
524,2024-10-06,35,one_time,high,True,True,False,False,2
525,2025-10-06,22,super_active,low,True,False,False,True,2
526,2024-01-06,19,medium,medium,True,False,True,True,0
527,2025-07-08,29,medium,high,True,True,True,True,0
528,2025-06-22,62,super_active,high,True,False,False,False,3
529,2024-06-10,22,low,medium,False,False,False,True,2
530,2025-09-27,33,low,low,False,True,True,True,0
